problem_id,problem_index,plan_index,num_codes,num_passed_codes,q_binary,q_tpr,has_any_pass,stable_050,stable_075,stable_100,num_generation_errors,num_parsing_errors,num_evaluation_errors,num_wrong_answer,num_runtime_error,num_tle,num_pass_status
deepcoder_taco_00098,6,5,4,3,0.75,0.85,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00098,6,6,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00098,6,7,4,1,0.25,0.42500000000000004,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00864,7,0,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00864,7,1,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00864,7,2,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00864,7,3,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00864,7,4,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00864,7,5,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00864,7,6,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00864,7,7,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00402,8,0,4,0,0.0,0.025,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,1,4,0,0.0,0.025,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,2,4,0,0.0,0.1,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,3,4,0,0.0,0.05,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,4,4,0,0.0,0.025,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,5,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,6,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00402,8,7,4,0,0.0,0.1,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00600,9,0,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,1,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,2,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,3,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,4,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,5,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00600,9,6,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00600,9,7,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00211,10,0,4,0,0.0,0.475,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00211,10,1,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00211,10,2,4,0,0.0,0.675,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00211,10,3,4,0,0.0,0.27499999999999997,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00211,10,4,4,0,0.0,0.5249999999999999,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00211,10,5,4,0,0.0,0.15000000000000002,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00211,10,6,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00211,10,7,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00929,11,0,4,3,0.75,0.75,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00929,11,1,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00929,11,2,4,3,0.75,0.75,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00929,11,3,4,1,0.25,0.25,1,0,0,0,0,0,0,2,1,0,1
deepcoder_taco_00929,11,4,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00929,11,5,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00929,11,6,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00929,11,7,4,2,0.5,0.5,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00476,12,0,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00476,12,1,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00476,12,2,4,0,0.0,0.0,0,0,0,0,0,0,0,1,0,3,0
deepcoder_taco_00476,12,3,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00476,12,4,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00476,12,5,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00476,12,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00476,12,7,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00699,13,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00699,13,1,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00699,13,2,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00699,13,3,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00699,13,4,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00699,13,5,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00699,13,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00699,13,7,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00783,14,0,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,1,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,2,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,3,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,4,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,5,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,6,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00783,14,7,4,1,0.25,0.7,1,0,0,0,0,0,0,2,0,1,1
deepcoder_taco_00575,15,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00575,15,1,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00575,15,2,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00575,15,3,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00575,15,4,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00575,15,5,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00575,15,6,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00575,15,7,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00874,16,0,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00874,16,1,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00874,16,2,4,0,0.0,0.1,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00874,16,3,4,0,0.0,0.125,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00874,16,4,4,0,0.0,0.07500000000000001,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00874,16,5,4,0,0.0,0.07500000000000001,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00874,16,6,4,1,0.25,0.25,1,0,0,0,0,0,0,0,3,0,1
deepcoder_taco_00874,16,7,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00057,17,0,4,1,0.25,0.25,1,0,0,0,0,0,0,2,1,0,1
deepcoder_taco_00057,17,1,4,1,0.25,0.4,1,0,0,0,0,0,0,1,2,0,1
deepcoder_taco_00057,17,2,4,1,0.25,0.25,1,0,0,0,0,0,0,0,3,0,1
deepcoder_taco_00057,17,3,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00057,17,4,4,1,0.25,0.35,1,0,0,0,0,0,0,1,1,1,1
deepcoder_taco_00057,17,5,4,2,0.5,0.5,1,1,0,0,0,0,0,0,2,0,2
deepcoder_taco_00057,17,6,4,2,0.5,0.5,1,1,0,0,0,0,0,0,2,0,2
deepcoder_taco_00057,17,7,4,2,0.5,0.5,1,1,0,0,0,0,0,0,2,0,2
deepcoder_taco_00845,18,0,4,1,0.25,0.25,1,0,0,0,0,0,0,1,2,0,1
deepcoder_taco_00845,18,1,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00845,18,2,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00845,18,3,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00845,18,4,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00845,18,5,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00845,18,6,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00845,18,7,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00379,19,0,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00379,19,1,4,2,0.5,0.8999999999999999,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00379,19,2,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00379,19,3,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00379,19,4,4,0,0.0,0.4,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00379,19,5,4,1,0.25,0.65,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00379,19,6,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00379,19,7,4,0,0.0,0.6000000000000001,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00515,20,0,4,3,0.75,0.75,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00515,20,1,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00515,20,2,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00515,20,3,4,1,0.25,0.25,1,0,0,0,0,0,0,1,2,0,1
deepcoder_taco_00515,20,4,4,3,0.75,0.75,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00515,20,5,4,0,0.0,0.125,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00515,20,6,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00515,20,7,4,1,0.25,0.25,1,0,0,0,0,0,0,2,1,0,1
deepcoder_taco_00907,21,0,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00907,21,1,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00907,21,2,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00907,21,3,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00907,21,4,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00907,21,5,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00907,21,6,4,0,0.0,0.1,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00907,21,7,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00395,22,0,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00395,22,1,4,2,0.5,0.5,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00395,22,2,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00395,22,3,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00395,22,4,4,2,0.5,0.5,1,1,0,0,0,0,0,1,1,0,2
deepcoder_taco_00395,22,5,4,2,0.5,0.5,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00395,22,6,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00395,22,7,4,2,0.5,0.5,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00535,23,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00535,23,1,4,0,0.0,0.575,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00535,23,2,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00535,23,3,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00535,23,4,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00535,23,5,4,0,0.0,0.6499999999999999,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00535,23,6,4,0,0.0,0.7,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00535,23,7,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00707,24,0,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00707,24,1,4,2,0.5,0.6,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00707,24,2,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00707,24,3,4,0,0.0,0.2,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00707,24,4,4,2,0.5,0.725,1,1,0,0,0,0,0,2,0,0,2
deepcoder_taco_00707,24,5,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00707,24,6,4,2,0.5,0.55,1,1,0,0,0,0,0,1,1,0,2
deepcoder_taco_00707,24,7,4,1,0.25,0.9249999999999999,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00547,25,0,4,3,0.75,0.75,1,1,1,0,0,0,0,0,0,1,3
deepcoder_taco_00547,25,1,4,1,0.25,0.25,1,0,0,0,0,0,0,2,1,0,1
deepcoder_taco_00547,25,2,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00547,25,3,4,0,0.0,0.125,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00547,25,4,4,1,0.25,0.25,1,0,0,0,0,0,0,1,2,0,1
deepcoder_taco_00547,25,5,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00547,25,6,4,1,0.25,0.39999999999999997,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00547,25,7,4,3,0.75,0.75,1,1,1,0,0,0,0,0,1,0,3
deepcoder_taco_00698,26,0,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00698,26,1,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00698,26,2,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00698,26,3,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00698,26,4,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00698,26,5,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00698,26,6,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00698,26,7,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00633,27,0,4,3,0.75,0.75,1,1,1,0,0,0,0,0,1,0,3
deepcoder_taco_00633,27,1,4,3,0.75,0.75,1,1,1,0,0,0,0,0,1,0,3
deepcoder_taco_00633,27,2,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00633,27,3,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00633,27,4,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00633,27,5,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00633,27,6,4,2,0.5,0.5,1,1,0,0,0,0,0,0,2,0,2
deepcoder_taco_00633,27,7,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00413,28,0,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00413,28,1,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00413,28,2,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00413,28,3,4,0,0.0,0.05,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00413,28,4,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00413,28,5,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00413,28,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00413,28,7,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00886,29,0,4,0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,0
deepcoder_taco_00886,29,1,4,0,0.0,0.025,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00886,29,2,4,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
deepcoder_taco_00886,29,3,4,0,0.0,0.025,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00886,29,4,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00886,29,5,4,0,0.0,0.25,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00886,29,6,4,0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,0
deepcoder_taco_00886,29,7,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00716,30,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00716,30,1,4,0,0.0,0.0,0,0,0,0,0,0,0,3,0,1,0
deepcoder_taco_00716,30,2,4,0,0.0,0.0,0,0,0,0,0,0,0,1,0,3,0
deepcoder_taco_00716,30,3,4,0,0.0,0.0,0,0,0,0,0,0,0,1,0,3,0
deepcoder_taco_00716,30,4,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00716,30,5,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00716,30,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0
deepcoder_taco_00716,30,7,4,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0
deepcoder_taco_01082,31,0,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_01082,31,1,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_01082,31,2,4,0,0.0,0.0,0,0,0,0,0,0,0,3,0,1,0
deepcoder_taco_01082,31,3,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_01082,31,4,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_01082,31,5,4,0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_01082,31,6,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_01082,31,7,4,0,0.0,0.0,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00914,32,0,4,0,0.0,0.325,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00914,32,1,4,0,0.0,0.25,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00914,32,2,4,0,0.0,0.9,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00914,32,3,4,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0
deepcoder_taco_00914,32,4,4,0,0.0,0.22499999999999998,0,0,0,0,0,0,0,4,0,0,0
deepcoder_taco_00914,32,5,4,0,0.0,0.225,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00914,32,6,4,1,0.25,0.25,1,0,0,0,0,0,0,3,0,0,1
deepcoder_taco_00914,32,7,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0
deepcoder_taco_00568,33,0,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00568,33,1,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00568,33,2,4,0,0.0,0.15000000000000002,0,0,0,0,0,0,0,3,1,0,0
deepcoder_taco_00568,33,3,4,4,1.0,1.0,1,1,1,1,0,0,0,0,0,0,4
deepcoder_taco_00568,33,4,4,3,0.75,0.8,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00568,33,5,4,3,0.75,0.75,1,1,1,0,0,0,0,0,1,0,3
deepcoder_taco_00568,33,6,4,3,0.75,0.8,1,1,1,0,0,0,0,1,0,0,3
deepcoder_taco_00568,33,7,4,1,0.25,0.25,1,0,0,0,0,0,0,0,3,0,1
deepcoder_taco_01065,34,0,4,0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,0
