problem_id,transition,description,base_passed,vanilla_passed,tpr_passed,base_tpr,vanilla_tpr,tpr_tpr,vanilla_vs_base_tpr,tpr_vs_base_tpr,tpr_vs_vanilla_tpr,base_status,vanilla_status,tpr_status,base_plan_found,vanilla_plan_found,tpr_plan_found
deepcoder_taco_00395,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00402,FFF,persistent_failure,False,False,False,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00413,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00437,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,WRONG_ANSWER,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00451,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00476,FFF,persistent_failure,False,False,False,0.032467532467532464,0.032467532467532464,0.032467532467532464,0.0,0.0,0.0,TIME_LIMIT_EXCEEDED,TIME_LIMIT_EXCEEDED,TIME_LIMIT_EXCEEDED,True,True,True
deepcoder_taco_00515,FFF,persistent_failure,False,False,False,0.39349112426035504,0.39349112426035504,0.39349112426035504,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00534,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00535,FFF,persistent_failure,False,False,False,0.40588235294117647,0.40588235294117647,0.40588235294117647,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
deepcoder_taco_00547,FFF,persistent_failure,False,False,False,0.9382022471910112,0.9382022471910112,0.9382022471910112,0.0,0.0,0.0,WRONG_ANSWER,WRONG_ANSWER,WRONG_ANSWER,True,True,True
deepcoder_taco_00582,FFF,persistent_failure,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,RUNTIME_ERROR,RUNTIME_ERROR,RUNTIME_ERROR,True,True,True
